rank	ai_name	cost	valid	r	path
1	hasi17	1658434	1	30	/home/ubuntu/icfpc2018/out/hasi17/FD034.nbt.gz
2	shioshiota18	5463142	1	30	/home/ubuntu/icfpc2018/out/shioshiota18/FD034.nbt.gz
3	hasi19	5463142	1	30	/home/ubuntu/icfpc2018/out/hasi19/FD034.nbt.gz
4	shioshiota14	5465674	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD034.nbt.gz
5	hasi12	5465674	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD034.nbt.gz
6	shioshiota13	5465674	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD034.nbt.gz
7	hasi13	5465674	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD034.nbt.gz
8	shioshiota12	6275834	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD034.nbt.gz
9	hasi16	11460116	1	30	/home/ubuntu/icfpc2018/out/hasi16/FD034.nbt.gz
10	shioshiota16	15267356	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD034.nbt.gz
11	hasi15	15267356	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD034.nbt.gz
12	hasi11	4684243980	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD034.nbt.gz
13	hasi10	4689346980	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD034.nbt.gz
14	default	19987417228	1	30	/home/ubuntu/icfpc2018/out/default/FD034.nbt.gz
