rank	ai_name	cost	valid	r	path
1	shioshiota18	2308841080	1	80	/home/ubuntu/icfpc2018/out/shioshiota18/FD096.nbt.gz
2	hasi19	2431722482	1	80	/home/ubuntu/icfpc2018/out/hasi19/FD096.nbt.gz
3	shioshiota14	2714781872	1	80	/home/ubuntu/icfpc2018/out/shioshiota14/FD096.nbt.gz
4	hasi13	2714781872	1	80	/home/ubuntu/icfpc2018/out/hasi13/FD096.nbt.gz
5	shioshiota12	2714781872	1	80	/home/ubuntu/icfpc2018/out/shioshiota12/FD096.nbt.gz
6	hasi12	2853024752	1	80	/home/ubuntu/icfpc2018/out/hasi12/FD096.nbt.gz
7	shioshiota13	2853024752	1	80	/home/ubuntu/icfpc2018/out/shioshiota13/FD096.nbt.gz
8	shioshiota16	3023518914	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FD096.nbt.gz
9	hasi15	4236981940	1	80	/home/ubuntu/icfpc2018/out/hasi15/FD096.nbt.gz
10	hasi11	2402935434548	1	80	/home/ubuntu/icfpc2018/out/hasi11/FD096.nbt.gz
11	hasi10	2403170442548	1	80	/home/ubuntu/icfpc2018/out/hasi10/FD096.nbt.gz
12	default	6432687203480	1	80	/home/ubuntu/icfpc2018/out/default/FD096.nbt.gz
