rank	ai_name	cost	valid	r	path
1	hasi20	41596520	1	50	/home/ubuntu/icfpc2018/out/hasi20/FD057.nbt.gz
2	hasi23	41596520	1	50	/home/ubuntu/icfpc2018/out/hasi23/FD057.nbt.gz
3	hasi21	41596520	1	50	/home/ubuntu/icfpc2018/out/hasi21/FD057.nbt.gz
4	shioshiota19	44596970	1	50	/home/ubuntu/icfpc2018/out/shioshiota19/FD057.nbt.gz
5	hasi17	60601351	1	50	/home/ubuntu/icfpc2018/out/hasi17/FD057.nbt.gz
6	hasi16	120977193	1	50	/home/ubuntu/icfpc2018/out/hasi16/FD057.nbt.gz
7	shioshiota18	469655086	1	50	/home/ubuntu/icfpc2018/out/shioshiota18/FD057.nbt.gz
8	shioshiota14	474601477	1	50	/home/ubuntu/icfpc2018/out/shioshiota14/FD057.nbt.gz
9	hasi12	474601477	1	50	/home/ubuntu/icfpc2018/out/hasi12/FD057.nbt.gz
10	shioshiota13	474601477	1	50	/home/ubuntu/icfpc2018/out/shioshiota13/FD057.nbt.gz
11	hasi13	474601477	1	50	/home/ubuntu/icfpc2018/out/hasi13/FD057.nbt.gz
12	shioshiota12	474601477	1	50	/home/ubuntu/icfpc2018/out/shioshiota12/FD057.nbt.gz
13	shioshiota16	534977319	1	50	/home/ubuntu/icfpc2018/out/shioshiota16/FD057.nbt.gz
14	hasi19	547665203	1	50	/home/ubuntu/icfpc2018/out/hasi19/FD057.nbt.gz
15	hasi15	553727553	1	50	/home/ubuntu/icfpc2018/out/hasi15/FD057.nbt.gz
16	hasi11	99751565264	1	50	/home/ubuntu/icfpc2018/out/hasi11/FD057.nbt.gz
17	hasi10	99788690264	1	50	/home/ubuntu/icfpc2018/out/hasi10/FD057.nbt.gz
18	default	380012803296	1	50	/home/ubuntu/icfpc2018/out/default/FD057.nbt.gz
