rank	ai_name	cost	valid	r	path
1	hasi20	203665756	1	60	/home/ubuntu/icfpc2018/out/hasi20/FD073.nbt.gz
2	hasi21	203665756	1	60	/home/ubuntu/icfpc2018/out/hasi21/FD073.nbt.gz
3	shioshiota19	208850206	1	60	/home/ubuntu/icfpc2018/out/shioshiota19/FD073.nbt.gz
4	shioshiota18	261160240	1	60	/home/ubuntu/icfpc2018/out/shioshiota18/FD073.nbt.gz
5	shioshiota14	269275088	1	60	/home/ubuntu/icfpc2018/out/shioshiota14/FD073.nbt.gz
6	hasi13	269275088	1	60	/home/ubuntu/icfpc2018/out/hasi13/FD073.nbt.gz
7	hasi19	330497332	1	60	/home/ubuntu/icfpc2018/out/hasi19/FD073.nbt.gz
8	shioshiota16	373603970	1	60	/home/ubuntu/icfpc2018/out/shioshiota16/FD073.nbt.gz
9	hasi15	444885758	1	60	/home/ubuntu/icfpc2018/out/hasi15/FD073.nbt.gz
10	hasi11	299741666044	1	60	/home/ubuntu/icfpc2018/out/hasi11/FD073.nbt.gz
11	hasi10	299805818044	1	60	/home/ubuntu/icfpc2018/out/hasi10/FD073.nbt.gz
12	default	648644725896	1	60	/home/ubuntu/icfpc2018/out/default/FD073.nbt.gz
