rank	ai_name	cost	valid	r	path
1	hasi20	1882214302	1	100	/home/ubuntu/icfpc2018/out/hasi20/FD132.nbt.gz
2	hasi21	1882214302	1	100	/home/ubuntu/icfpc2018/out/hasi21/FD132.nbt.gz
3	shioshiota19	1906214752	1	100	/home/ubuntu/icfpc2018/out/shioshiota19/FD132.nbt.gz
4	shioshiota18	2757568435	1	100	/home/ubuntu/icfpc2018/out/shioshiota18/FD132.nbt.gz
5	hasi19	3981582558	1	100	/home/ubuntu/icfpc2018/out/hasi19/FD132.nbt.gz
6	shioshiota14	4829758431	1	100	/home/ubuntu/icfpc2018/out/shioshiota14/FD132.nbt.gz
7	hasi13	4829758431	1	100	/home/ubuntu/icfpc2018/out/hasi13/FD132.nbt.gz
8	shioshiota12	4829758431	1	100	/home/ubuntu/icfpc2018/out/shioshiota12/FD132.nbt.gz
9	shioshiota16	5492759593	1	100	/home/ubuntu/icfpc2018/out/shioshiota16/FD132.nbt.gz
10	hasi12	5789771231	1	100	/home/ubuntu/icfpc2018/out/hasi12/FD132.nbt.gz
11	shioshiota13	5789771231	1	100	/home/ubuntu/icfpc2018/out/shioshiota13/FD132.nbt.gz
12	hasi15	6776771860	1	100	/home/ubuntu/icfpc2018/out/hasi15/FD132.nbt.gz
13	hasi11	2017192115796	1	100	/home/ubuntu/icfpc2018/out/hasi11/FD132.nbt.gz
14	hasi10	2017597115796	1	100	/home/ubuntu/icfpc2018/out/hasi10/FD132.nbt.gz
15	default	9015942164280	1	100	/home/ubuntu/icfpc2018/out/default/FD132.nbt.gz
