rank	ai_name	cost	valid	r	path
1	shioshiota19	14963298	1	20	/home/ubuntu/icfpc2018/out/shioshiota19/FA009.nbt.gz
2	hasi11	19487012	1	20	/home/ubuntu/icfpc2018/out/hasi11/FA009.nbt.gz
3	hasi21	21697432	1	20	/home/ubuntu/icfpc2018/out/hasi21/FA009.nbt.gz
4	hasi22	21721592	1	20	/home/ubuntu/icfpc2018/out/hasi22/FA009.nbt.gz
5	johniel5	36575930	1	20	/home/ubuntu/icfpc2018/out/johniel5/FA009.nbt.gz
6	johniel9	149147338	1	20	/home/ubuntu/icfpc2018/out/johniel9/FA009.nbt.gz
7	shioshiota16	149627446	1	20	/home/ubuntu/icfpc2018/out/shioshiota16/FA009.nbt.gz
8	johniel8	149627446	1	20	/home/ubuntu/icfpc2018/out/johniel8/FA009.nbt.gz
9	hasi10	206951592	1	20	/home/ubuntu/icfpc2018/out/hasi10/FA009.nbt.gz
10	default	288318700	1	20	/home/ubuntu/icfpc2018/out/default/FA009.nbt.gz
11	johniel4	364511970	1	20	/home/ubuntu/icfpc2018/out/johniel4/FA009.nbt.gz
