rank	ai_name	cost	valid	r	path
1	hasi21	1424427620	1	30	/home/ubuntu/icfpc2018/out/hasi21/FA040.nbt.gz
2	hasi22	1428642124	1	30	/home/ubuntu/icfpc2018/out/hasi22/FA040.nbt.gz
3	shioshiota19	3039136866	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FA040.nbt.gz
4	johniel5	5612599336	1	30	/home/ubuntu/icfpc2018/out/johniel5/FA040.nbt.gz
5	hasi10	13208480160	1	30	/home/ubuntu/icfpc2018/out/hasi10/FA040.nbt.gz
6	default	22492122912	1	30	/home/ubuntu/icfpc2018/out/default/FA040.nbt.gz
7	johniel9	26213987298	1	30	/home/ubuntu/icfpc2018/out/johniel9/FA040.nbt.gz
8	shioshiota16	27920065780	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FA040.nbt.gz
9	johniel8	28214123108	1	30	/home/ubuntu/icfpc2018/out/johniel8/FA040.nbt.gz
10	johniel4	56067580376	1	30	/home/ubuntu/icfpc2018/out/johniel4/FA040.nbt.gz
