rank	ai_name	cost	valid	r	path
1	shioshiota18	9961413834	1	120	/home/ubuntu/icfpc2018/out/shioshiota18/FD145.nbt.gz
2	hasi19	10635336064	1	120	/home/ubuntu/icfpc2018/out/hasi19/FD145.nbt.gz
3	hasi20	11067434342	1	120	/home/ubuntu/icfpc2018/out/hasi20/FD145.nbt.gz
4	shioshiota14	12264999242	1	120	/home/ubuntu/icfpc2018/out/shioshiota14/FD145.nbt.gz
5	hasi13	12264999242	1	120	/home/ubuntu/icfpc2018/out/hasi13/FD145.nbt.gz
6	shioshiota12	12264999242	1	120	/home/ubuntu/icfpc2018/out/shioshiota12/FD145.nbt.gz
7	shioshiota16	13514344524	1	120	/home/ubuntu/icfpc2018/out/shioshiota16/FD145.nbt.gz
8	hasi15	14136425122	1	120	/home/ubuntu/icfpc2018/out/hasi15/FD145.nbt.gz
9	hasi12	14338615242	1	120	/home/ubuntu/icfpc2018/out/hasi12/FD145.nbt.gz
10	shioshiota13	14338615242	1	120	/home/ubuntu/icfpc2018/out/shioshiota13/FD145.nbt.gz
11	hasi10	5262342505704	1	120	/home/ubuntu/icfpc2018/out/hasi10/FD145.nbt.gz
12	default	56172665255556	1	120	/home/ubuntu/icfpc2018/out/default/FD145.nbt.gz
