rank	ai_name	cost	valid	r	path
1	hasi20	152596428	1	60	/home/ubuntu/icfpc2018/out/hasi20/FD065.nbt.gz
2	hasi21	152596428	1	60	/home/ubuntu/icfpc2018/out/hasi21/FD065.nbt.gz
3	shioshiota19	157780878	1	60	/home/ubuntu/icfpc2018/out/shioshiota19/FD065.nbt.gz
4	hasi17	210830126	1	60	/home/ubuntu/icfpc2018/out/hasi17/FD065.nbt.gz
5	hasi16	315159008	1	60	/home/ubuntu/icfpc2018/out/hasi16/FD065.nbt.gz
6	shioshiota18	1402313196	1	60	/home/ubuntu/icfpc2018/out/shioshiota18/FD065.nbt.gz
7	shioshiota14	1402484138	1	60	/home/ubuntu/icfpc2018/out/shioshiota14/FD065.nbt.gz
8	hasi12	1402484138	1	60	/home/ubuntu/icfpc2018/out/hasi12/FD065.nbt.gz
9	shioshiota13	1402484138	1	60	/home/ubuntu/icfpc2018/out/shioshiota13/FD065.nbt.gz
10	hasi13	1402484138	1	60	/home/ubuntu/icfpc2018/out/hasi13/FD065.nbt.gz
11	shioshiota12	1402484138	1	60	/home/ubuntu/icfpc2018/out/shioshiota12/FD065.nbt.gz
12	shioshiota16	1506813020	1	60	/home/ubuntu/icfpc2018/out/shioshiota16/FD065.nbt.gz
13	hasi19	1920731532	1	60	/home/ubuntu/icfpc2018/out/hasi19/FD065.nbt.gz
14	hasi15	2025231368	1	60	/home/ubuntu/icfpc2018/out/hasi15/FD065.nbt.gz
15	hasi11	1031603028568	1	60	/home/ubuntu/icfpc2018/out/hasi11/FD065.nbt.gz
16	hasi10	1031684676568	1	60	/home/ubuntu/icfpc2018/out/hasi10/FD065.nbt.gz
17	default	1158952160536	1	60	/home/ubuntu/icfpc2018/out/default/FD065.nbt.gz
