rank	ai_name	cost	valid	r	path
1	hasi23	21462112	1	20	/home/ubuntu/icfpc2018/out/hasi23/FA013.nbt.gz
2	hasi11	24632640	1	20	/home/ubuntu/icfpc2018/out/hasi11/FA013.nbt.gz
3	hasi21	29244656	1	20	/home/ubuntu/icfpc2018/out/hasi21/FA013.nbt.gz
4	hasi22	29244704	1	20	/home/ubuntu/icfpc2018/out/hasi22/FA013.nbt.gz
5	shioshiota19	76157110	1	20	/home/ubuntu/icfpc2018/out/shioshiota19/FA013.nbt.gz
6	johniel5	103775894	1	20	/home/ubuntu/icfpc2018/out/johniel5/FA013.nbt.gz
7	hasi10	278960476	1	20	/home/ubuntu/icfpc2018/out/hasi10/FA013.nbt.gz
8	default	446494648	1	20	/home/ubuntu/icfpc2018/out/default/FA013.nbt.gz
9	johniel9	532324762	1	20	/home/ubuntu/icfpc2018/out/johniel9/FA013.nbt.gz
10	shioshiota16	600990602	1	20	/home/ubuntu/icfpc2018/out/shioshiota16/FA013.nbt.gz
11	johniel4	1034351934	1	20	/home/ubuntu/icfpc2018/out/johniel4/FA013.nbt.gz
