rank	ai_name	cost	valid	r	path
1	hasi20	1628584	1	30	/home/ubuntu/icfpc2018/out/hasi20/FD039.nbt.gz
2	hasi23	1628584	1	30	/home/ubuntu/icfpc2018/out/hasi23/FD039.nbt.gz
3	hasi17	1628584	1	30	/home/ubuntu/icfpc2018/out/hasi17/FD039.nbt.gz
4	hasi21	1628584	1	30	/home/ubuntu/icfpc2018/out/hasi21/FD039.nbt.gz
5	shioshiota19	2277034	1	30	/home/ubuntu/icfpc2018/out/shioshiota19/FD039.nbt.gz
6	shioshiota18	5435824	1	30	/home/ubuntu/icfpc2018/out/shioshiota18/FD039.nbt.gz
7	shioshiota14	5435824	1	30	/home/ubuntu/icfpc2018/out/shioshiota14/FD039.nbt.gz
8	hasi12	5435824	1	30	/home/ubuntu/icfpc2018/out/hasi12/FD039.nbt.gz
9	hasi19	5435824	1	30	/home/ubuntu/icfpc2018/out/hasi19/FD039.nbt.gz
10	shioshiota13	5435824	1	30	/home/ubuntu/icfpc2018/out/shioshiota13/FD039.nbt.gz
11	hasi13	5435824	1	30	/home/ubuntu/icfpc2018/out/hasi13/FD039.nbt.gz
12	shioshiota12	6245984	1	30	/home/ubuntu/icfpc2018/out/shioshiota12/FD039.nbt.gz
13	hasi16	11430266	1	30	/home/ubuntu/icfpc2018/out/hasi16/FD039.nbt.gz
14	shioshiota16	15237506	1	30	/home/ubuntu/icfpc2018/out/shioshiota16/FD039.nbt.gz
15	hasi15	15237506	1	30	/home/ubuntu/icfpc2018/out/hasi15/FD039.nbt.gz
16	hasi11	8035199568	1	30	/home/ubuntu/icfpc2018/out/hasi11/FD039.nbt.gz
17	hasi10	8039573568	1	30	/home/ubuntu/icfpc2018/out/hasi10/FD039.nbt.gz
18	default	22257071012	1	30	/home/ubuntu/icfpc2018/out/default/FD039.nbt.gz
