rank	ai_name	cost	valid	r	path
1	hasi20	24827327	1	40	/home/ubuntu/icfpc2018/out/hasi20/FD043.nbt.gz
2	hasi23	24827327	1	40	/home/ubuntu/icfpc2018/out/hasi23/FD043.nbt.gz
3	hasi21	24827327	1	40	/home/ubuntu/icfpc2018/out/hasi21/FD043.nbt.gz
4	shioshiota18	26100047	1	40	/home/ubuntu/icfpc2018/out/shioshiota18/FD043.nbt.gz
5	hasi19	26100047	1	40	/home/ubuntu/icfpc2018/out/hasi19/FD043.nbt.gz
6	shioshiota19	26363777	1	40	/home/ubuntu/icfpc2018/out/shioshiota19/FD043.nbt.gz
7	shioshiota14	52140417	1	40	/home/ubuntu/icfpc2018/out/shioshiota14/FD043.nbt.gz
8	hasi12	52140417	1	40	/home/ubuntu/icfpc2018/out/hasi12/FD043.nbt.gz
9	shioshiota13	52140417	1	40	/home/ubuntu/icfpc2018/out/shioshiota13/FD043.nbt.gz
10	hasi13	52140417	1	40	/home/ubuntu/icfpc2018/out/hasi13/FD043.nbt.gz
11	shioshiota12	52140417	1	40	/home/ubuntu/icfpc2018/out/shioshiota12/FD043.nbt.gz
12	shioshiota16	79213179	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FD043.nbt.gz
13	hasi15	119152920	1	40	/home/ubuntu/icfpc2018/out/hasi15/FD043.nbt.gz
14	hasi11	26352222772	1	40	/home/ubuntu/icfpc2018/out/hasi11/FD043.nbt.gz
15	hasi10	26366046772	1	40	/home/ubuntu/icfpc2018/out/hasi10/FD043.nbt.gz
16	default	46004019360	1	40	/home/ubuntu/icfpc2018/out/default/FD043.nbt.gz
