rank	ai_name	cost	valid	r	path
1	hasi20	54761640	1	40	/home/ubuntu/icfpc2018/out/hasi20/FD046.nbt.gz
2	hasi23	54761640	1	40	/home/ubuntu/icfpc2018/out/hasi23/FD046.nbt.gz
3	hasi21	54761640	1	40	/home/ubuntu/icfpc2018/out/hasi21/FD046.nbt.gz
4	shioshiota19	56298090	1	40	/home/ubuntu/icfpc2018/out/shioshiota19/FD046.nbt.gz
5	shioshiota18	151785750	1	40	/home/ubuntu/icfpc2018/out/shioshiota18/FD046.nbt.gz
6	shioshiota14	151813968	1	40	/home/ubuntu/icfpc2018/out/shioshiota14/FD046.nbt.gz
7	hasi12	151813968	1	40	/home/ubuntu/icfpc2018/out/hasi12/FD046.nbt.gz
8	shioshiota13	151813968	1	40	/home/ubuntu/icfpc2018/out/shioshiota13/FD046.nbt.gz
9	hasi13	151813968	1	40	/home/ubuntu/icfpc2018/out/hasi13/FD046.nbt.gz
10	shioshiota12	151813968	1	40	/home/ubuntu/icfpc2018/out/shioshiota12/FD046.nbt.gz
11	hasi19	164842110	1	40	/home/ubuntu/icfpc2018/out/hasi19/FD046.nbt.gz
12	shioshiota16	178886730	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FD046.nbt.gz
13	hasi15	191943090	1	40	/home/ubuntu/icfpc2018/out/hasi15/FD046.nbt.gz
14	hasi11	74443260524	1	40	/home/ubuntu/icfpc2018/out/hasi11/FD046.nbt.gz
15	hasi10	74460540524	1	40	/home/ubuntu/icfpc2018/out/hasi10/FD046.nbt.gz
16	default	112348292472	1	40	/home/ubuntu/icfpc2018/out/default/FD046.nbt.gz
