rank	ai_name	cost	valid	r	path
1	shioshiota18	151785750	1	40	/home/ubuntu/icfpc2018/out/shioshiota18/FD046.nbt.gz
2	shioshiota14	151813968	1	40	/home/ubuntu/icfpc2018/out/shioshiota14/FD046.nbt.gz
3	hasi12	151813968	1	40	/home/ubuntu/icfpc2018/out/hasi12/FD046.nbt.gz
4	shioshiota13	151813968	1	40	/home/ubuntu/icfpc2018/out/shioshiota13/FD046.nbt.gz
5	hasi13	151813968	1	40	/home/ubuntu/icfpc2018/out/hasi13/FD046.nbt.gz
6	shioshiota12	151813968	1	40	/home/ubuntu/icfpc2018/out/shioshiota12/FD046.nbt.gz
7	shioshiota16	178886730	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FD046.nbt.gz
8	hasi15	191943090	1	40	/home/ubuntu/icfpc2018/out/hasi15/FD046.nbt.gz
9	hasi11	74443260524	1	40	/home/ubuntu/icfpc2018/out/hasi11/FD046.nbt.gz
10	hasi10	74460540524	1	40	/home/ubuntu/icfpc2018/out/hasi10/FD046.nbt.gz
11	default	112348292472	1	40	/home/ubuntu/icfpc2018/out/default/FD046.nbt.gz
