rank	ai_name	cost	valid	r	path
1	hasi20	143941483	1	60	/home/ubuntu/icfpc2018/out/hasi20/FD076.nbt.gz
2	hasi21	143941483	1	60	/home/ubuntu/icfpc2018/out/hasi21/FD076.nbt.gz
3	shioshiota19	149125933	1	60	/home/ubuntu/icfpc2018/out/shioshiota19/FD076.nbt.gz
4	hasi17	207997757	1	60	/home/ubuntu/icfpc2018/out/hasi17/FD076.nbt.gz
5	hasi16	312326639	1	60	/home/ubuntu/icfpc2018/out/hasi16/FD076.nbt.gz
6	shioshiota18	1480485343	1	60	/home/ubuntu/icfpc2018/out/shioshiota18/FD076.nbt.gz
7	shioshiota14	1480655849	1	60	/home/ubuntu/icfpc2018/out/shioshiota14/FD076.nbt.gz
8	hasi12	1480655849	1	60	/home/ubuntu/icfpc2018/out/hasi12/FD076.nbt.gz
9	shioshiota13	1480655849	1	60	/home/ubuntu/icfpc2018/out/shioshiota13/FD076.nbt.gz
10	hasi13	1480655849	1	60	/home/ubuntu/icfpc2018/out/hasi13/FD076.nbt.gz
11	shioshiota12	1480655849	1	60	/home/ubuntu/icfpc2018/out/shioshiota12/FD076.nbt.gz
12	shioshiota16	1584984731	1	60	/home/ubuntu/icfpc2018/out/shioshiota16/FD076.nbt.gz
13	hasi19	1882259359	1	60	/home/ubuntu/icfpc2018/out/hasi19/FD076.nbt.gz
14	hasi15	1993238999	1	60	/home/ubuntu/icfpc2018/out/hasi15/FD076.nbt.gz
15	hasi11	663453214132	1	60	/home/ubuntu/icfpc2018/out/hasi11/FD076.nbt.gz
16	hasi10	663529030132	1	60	/home/ubuntu/icfpc2018/out/hasi10/FD076.nbt.gz
17	default	990588610516	1	60	/home/ubuntu/icfpc2018/out/default/FD076.nbt.gz
