rank	ai_name	cost	valid	r	path
1	shioshiota18	29013075508	1	160	/home/ubuntu/icfpc2018/out/shioshiota18/FD172.nbt.gz
2	hasi15	52260381994	1	160	/home/ubuntu/icfpc2018/out/hasi15/FD172.nbt.gz
3	shioshiota14	56081993822	1	160	/home/ubuntu/icfpc2018/out/shioshiota14/FD172.nbt.gz
4	hasi13	56081993822	1	160	/home/ubuntu/icfpc2018/out/hasi13/FD172.nbt.gz
5	shioshiota12	56081993822	1	160	/home/ubuntu/icfpc2018/out/shioshiota12/FD172.nbt.gz
6	shioshiota16	59780683384	1	160	/home/ubuntu/icfpc2018/out/shioshiota16/FD172.nbt.gz
7	hasi12	73776794462	1	160	/home/ubuntu/icfpc2018/out/hasi12/FD172.nbt.gz
8	shioshiota13	73776794462	1	160	/home/ubuntu/icfpc2018/out/shioshiota13/FD172.nbt.gz
9	hasi11	25080757480148	1	160	/home/ubuntu/icfpc2018/out/hasi11/FD172.nbt.gz
10	default	86677501758768	1	160	/home/ubuntu/icfpc2018/out/default/FD172.nbt.gz
