rank	ai_name	cost	valid	r	path
1	hasi17	422293852	1	80	/home/ubuntu/icfpc2018/out/hasi17/FD102.nbt.gz
2	shioshiota14	3437464428	1	80	/home/ubuntu/icfpc2018/out/shioshiota14/FD102.nbt.gz
3	hasi13	3437464428	1	80	/home/ubuntu/icfpc2018/out/hasi13/FD102.nbt.gz
4	shioshiota12	3437464428	1	80	/home/ubuntu/icfpc2018/out/shioshiota12/FD102.nbt.gz
5	hasi12	3575707308	1	80	/home/ubuntu/icfpc2018/out/hasi12/FD102.nbt.gz
6	shioshiota13	3575707308	1	80	/home/ubuntu/icfpc2018/out/shioshiota13/FD102.nbt.gz
7	shioshiota16	3746201470	1	80	/home/ubuntu/icfpc2018/out/shioshiota16/FD102.nbt.gz
8	hasi15	3761559374	1	80	/home/ubuntu/icfpc2018/out/hasi15/FD102.nbt.gz
9	hasi11	566621906804	1	80	/home/ubuntu/icfpc2018/out/hasi11/FD102.nbt.gz
10	hasi10	566787794804	1	80	/home/ubuntu/icfpc2018/out/hasi10/FD102.nbt.gz
11	default	1649623130212	1	80	/home/ubuntu/icfpc2018/out/default/FD102.nbt.gz
