rank	ai_name	cost	valid	r	path
1	hasi17	903153005	1	100	/home/ubuntu/icfpc2018/out/hasi17/FD113.nbt.gz
2	shioshiota18	2496261722	1	100	/home/ubuntu/icfpc2018/out/shioshiota18/FD113.nbt.gz
3	shioshiota14	6450151392	1	100	/home/ubuntu/icfpc2018/out/shioshiota14/FD113.nbt.gz
4	hasi13	6450151392	1	100	/home/ubuntu/icfpc2018/out/hasi13/FD113.nbt.gz
5	shioshiota12	6450151392	1	100	/home/ubuntu/icfpc2018/out/shioshiota12/FD113.nbt.gz
6	shioshiota16	7113152554	1	100	/home/ubuntu/icfpc2018/out/shioshiota16/FD113.nbt.gz
7	hasi12	7410164192	1	100	/home/ubuntu/icfpc2018/out/hasi12/FD113.nbt.gz
8	shioshiota13	7410164192	1	100	/home/ubuntu/icfpc2018/out/shioshiota13/FD113.nbt.gz
9	hasi15	7647154767	1	100	/home/ubuntu/icfpc2018/out/hasi15/FD113.nbt.gz
10	hasi11	497625326712	1	100	/home/ubuntu/icfpc2018/out/hasi11/FD113.nbt.gz
11	default	2095447435740	1	100	/home/ubuntu/icfpc2018/out/default/FD113.nbt.gz
