rank	ai_name	cost	valid	r	path
1	hasi20	160760566090	1	160	/home/ubuntu/icfpc2018/out/hasi20/FD170.nbt.gz
2	shioshiota18	261799976503	1	160	/home/ubuntu/icfpc2018/out/shioshiota18/FD170.nbt.gz
3	shioshiota14	262395099275	1	160	/home/ubuntu/icfpc2018/out/shioshiota14/FD170.nbt.gz
4	hasi13	262395099275	1	160	/home/ubuntu/icfpc2018/out/hasi13/FD170.nbt.gz
5	shioshiota16	266093788837	1	160	/home/ubuntu/icfpc2018/out/shioshiota16/FD170.nbt.gz
6	hasi19	299253914780	1	160	/home/ubuntu/icfpc2018/out/hasi19/FD170.nbt.gz
7	hasi15	303670653369	1	160	/home/ubuntu/icfpc2018/out/hasi15/FD170.nbt.gz
8	hasi11	82407320271084	1	160	/home/ubuntu/icfpc2018/out/hasi11/FD170.nbt.gz
9	hasi10	82410859215084	1	160	/home/ubuntu/icfpc2018/out/hasi10/FD170.nbt.gz
10	default	159248104898028	1	160	/home/ubuntu/icfpc2018/out/default/FD170.nbt.gz
