rank	ai_name	cost	valid	r	path
1	hasi17	9963840	1	40	/home/ubuntu/icfpc2018/out/hasi17/FD048.nbt.gz
2	hasi19	20811444	1	40	/home/ubuntu/icfpc2018/out/hasi19/FD048.nbt.gz
3	shioshiota18	21196340	1	40	/home/ubuntu/icfpc2018/out/shioshiota18/FD048.nbt.gz
4	hasi16	37036602	1	40	/home/ubuntu/icfpc2018/out/hasi16/FD048.nbt.gz
5	shioshiota14	52205532	1	40	/home/ubuntu/icfpc2018/out/shioshiota14/FD048.nbt.gz
6	hasi12	52205532	1	40	/home/ubuntu/icfpc2018/out/hasi12/FD048.nbt.gz
7	shioshiota13	52205532	1	40	/home/ubuntu/icfpc2018/out/shioshiota13/FD048.nbt.gz
8	hasi13	52205532	1	40	/home/ubuntu/icfpc2018/out/hasi13/FD048.nbt.gz
9	shioshiota12	52205532	1	40	/home/ubuntu/icfpc2018/out/shioshiota12/FD048.nbt.gz
10	hasi15	78892962	1	40	/home/ubuntu/icfpc2018/out/hasi15/FD048.nbt.gz
11	shioshiota16	79278294	1	40	/home/ubuntu/icfpc2018/out/shioshiota16/FD048.nbt.gz
12	hasi11	8911181820	1	40	/home/ubuntu/icfpc2018/out/hasi11/FD048.nbt.gz
13	hasi10	8928461820	1	40	/home/ubuntu/icfpc2018/out/hasi10/FD048.nbt.gz
14	default	30676544508	1	40	/home/ubuntu/icfpc2018/out/default/FD048.nbt.gz
