rank	ai_name	cost	valid	r	path
1	hasi20	1797374931	1	100	/home/ubuntu/icfpc2018/out/hasi20/FD112.nbt.gz
2	hasi21	1797374931	1	100	/home/ubuntu/icfpc2018/out/hasi21/FD112.nbt.gz
3	shioshiota19	1821375381	1	100	/home/ubuntu/icfpc2018/out/shioshiota19/FD112.nbt.gz
4	hasi19	1826963539	1	100	/home/ubuntu/icfpc2018/out/hasi19/FD112.nbt.gz
5	shioshiota18	1955966889	1	100	/home/ubuntu/icfpc2018/out/shioshiota18/FD112.nbt.gz
6	shioshiota14	4079447117	1	100	/home/ubuntu/icfpc2018/out/shioshiota14/FD112.nbt.gz
7	hasi13	4079447117	1	100	/home/ubuntu/icfpc2018/out/hasi13/FD112.nbt.gz
8	shioshiota12	4079447117	1	100	/home/ubuntu/icfpc2018/out/shioshiota12/FD112.nbt.gz
9	shioshiota16	4742448279	1	100	/home/ubuntu/icfpc2018/out/shioshiota16/FD112.nbt.gz
10	hasi12	5039459917	1	100	/home/ubuntu/icfpc2018/out/hasi12/FD112.nbt.gz
11	shioshiota13	5039459917	1	100	/home/ubuntu/icfpc2018/out/shioshiota13/FD112.nbt.gz
12	hasi15	8216489884	1	100	/home/ubuntu/icfpc2018/out/hasi15/FD112.nbt.gz
13	hasi11	3253858766744	1	100	/home/ubuntu/icfpc2018/out/hasi11/FD112.nbt.gz
14	default	5278929142616	1	100	/home/ubuntu/icfpc2018/out/default/FD112.nbt.gz
