rank	ai_name	cost	valid	r	path
1	hasi11	23523988	1	20	/home/ubuntu/icfpc2018/out/hasi11/FA001.nbt.gz
2	hasi21	26671448	1	20	/home/ubuntu/icfpc2018/out/hasi21/FA001.nbt.gz
3	hasi22	26695640	1	20	/home/ubuntu/icfpc2018/out/hasi22/FA001.nbt.gz
4	johniel9	107613758	1	20	/home/ubuntu/icfpc2018/out/johniel9/FA001.nbt.gz
5	shioshiota16	108093866	1	20	/home/ubuntu/icfpc2018/out/shioshiota16/FA001.nbt.gz
6	johniel8	108093866	1	20	/home/ubuntu/icfpc2018/out/johniel8/FA001.nbt.gz
7	shioshiota19	122288834	1	20	/home/ubuntu/icfpc2018/out/shioshiota19/FA001.nbt.gz
8	hasi10	248956284	1	20	/home/ubuntu/icfpc2018/out/hasi10/FA001.nbt.gz
9	johniel4	283601998	1	20	/home/ubuntu/icfpc2018/out/johniel4/FA001.nbt.gz
10	default	335123860	1	20	/home/ubuntu/icfpc2018/out/default/FA001.nbt.gz
