rank	ai_name	cost	valid	r	path
1	hasi17	47715668	1	60	/home/ubuntu/icfpc2018/out/hasi17/FD068.nbt.gz
2	shioshiota18	96538550	1	60	/home/ubuntu/icfpc2018/out/shioshiota18/FD068.nbt.gz
3	hasi19	96538550	1	60	/home/ubuntu/icfpc2018/out/hasi19/FD068.nbt.gz
4	hasi16	152044550	1	60	/home/ubuntu/icfpc2018/out/hasi16/FD068.nbt.gz
5	shioshiota14	282292880	1	60	/home/ubuntu/icfpc2018/out/shioshiota14/FD068.nbt.gz
6	hasi12	282292880	1	60	/home/ubuntu/icfpc2018/out/hasi12/FD068.nbt.gz
7	shioshiota13	282292880	1	60	/home/ubuntu/icfpc2018/out/shioshiota13/FD068.nbt.gz
8	hasi13	282292880	1	60	/home/ubuntu/icfpc2018/out/hasi13/FD068.nbt.gz
9	shioshiota12	282292880	1	60	/home/ubuntu/icfpc2018/out/shioshiota12/FD068.nbt.gz
10	hasi15	386620910	1	60	/home/ubuntu/icfpc2018/out/hasi15/FD068.nbt.gz
11	shioshiota16	386621762	1	60	/home/ubuntu/icfpc2018/out/shioshiota16/FD068.nbt.gz
12	hasi11	235018557472	1	60	/home/ubuntu/icfpc2018/out/hasi11/FD068.nbt.gz
13	hasi10	235076877472	1	60	/home/ubuntu/icfpc2018/out/hasi10/FD068.nbt.gz
14	default	405656914336	1	60	/home/ubuntu/icfpc2018/out/default/FD068.nbt.gz
